r,delta,seed,dt,rule,cycles,mean_N,median_N,integer_fraction,band1,band2,band3,event_R1,event_R2,interval_R,next2_given2,event_Omega
0.5,0.0,303,0.00125,hysteresis,454,2.4473091864728125,2.328171002072356,0.14317180616740088,0.0,0.11013215859030837,0.019823788546255508,0.027905055676813548,0.08351596373493421,0.33672191673297447,0.1,0.9534280941004653
0.5,2.0,303,0.00125,raw,624,1.7818088504910325,2.0597242123686827,0.27403846153846156,0.1233974358974359,0.14583333333333334,0.004807692307692308,0.5969573468037626,0.15715687330225703,0.3037693332070807,0.18681318681318682,1.3095306674957372
0.5,2.0,303,0.00125,hysteresis,546,2.036352971989751,2.1390102749370126,0.2948717948717949,0.06776556776556776,0.21245421245421245,0.014652014652014652,0.5968185844433191,0.20044820538750083,0.3271981733518915,0.24347826086956523,1.14583933405877
0.5,4.0,303,0.00125,raw,785,1.416508498853441,1.1207607051825914,0.3286624203821656,0.2318471337579618,0.09554140127388536,0.0012738853503184713,0.7510742311308679,0.33947424517817765,0.4636936124970054,0.16,1.6472427346690781
0.5,4.0,303,0.00125,hysteresis,720,1.5443877383332658,1.184935356259096,0.3611111111111111,0.2125,0.14583333333333334,0.002777777777777778,0.7683861767040985,0.37913239612300476,0.5108424952679852,0.23809523809523808,1.5108468394417023
0.0,0.0,303,0.0025,raw,475,2.339479066552901,2.326872805190199,0.13263157894736843,0.0,0.10736842105263159,0.021052631578947368,0.04110416286927568,0.03872968236102444,0.3725051804365024,0.058823529411764705,0.9973730334639742
0.0,0.0,303,0.0025,hysteresis,459,2.4210295351037643,2.3375311463363593,0.12636165577342048,0.0,0.10239651416122005,0.0196078431372549,0.032320643010264556,0.03965894967941318,0.38395474202587687,0.06382978723404255,0.9637773102315035
0.0,2.0,303,0.0025,raw,675,1.6471432965928545,1.9323143058139531,0.30962962962962964,0.16,0.13925925925925925,0.01037037037037037,0.6690685261723696,0.21544521720858947,0.3712617051770863,0.1702127659574468,1.4165940135019677
0.0,2.0,303,0.0025,hysteresis,607,1.8316667630974903,2.0732788743516095,0.342668863261944,0.12520593080724876,0.20098846787479407,0.016474464579901153,0.6871329596108547,0.2544087357451542,0.41398696531735707,0.20491803278688525,1.2738852832528804
0.0,4.0,303,0.0025,raw,948,1.1728994384544207,1.0353029606962538,0.410337552742616,0.35654008438818563,0.052742616033755275,0.0010548523206751054,0.8221730359609629,0.45376782000935956,0.5583108024606648,0.06,1.9893720269898545
0.0,4.0,303,0.0025,hysteresis,886,1.2549759228609378,1.0519548608311124,0.4616252821670429,0.3623024830699774,0.09706546275395034,0.002257336343115124,0.846751015264351,0.511646630129061,0.6274570728837056,0.1511627906976744,1.8592654176297587
0.5,0.0,303,0.0025,raw,473,2.3490046502713473,2.3110525349023083,0.13742071881606766,0.0021141649048625794,0.11416490486257928,0.019027484143763214,0.03349270741072397,0.07393376330339532,0.33170267604679804,0.1111111111111111,0.9933285287723022
0.5,0.0,303,0.0025,hysteresis,454,2.4473110122871087,2.328201984539179,0.14317180616740088,0.0,0.11013215859030837,0.019823788546255508,0.02786271028127158,0.08373465212043266,0.33675268635044286,0.1,0.9534273827962477
0.5,2.0,303,0.0025,raw,624,1.7818098687145572,2.0598407929533438,0.27403846153846156,0.1233974358974359,0.14583333333333334,0.004807692307692308,0.597014650605086,0.1572965764685965,0.3038132995835576,0.18681318681318682,1.3095299191583554
0.5,2.0,303,0.0025,hysteresis,546,2.0363541356737795,2.1390736314971495,0.2948717948717949,0.06776556776556776,0.21245421245421245,0.014652014652014652,0.596833137517193,0.200609689027307,0.3272101826068957,0.24347826086956523,1.145838679263561
0.5,4.0,303,0.0025,raw,785,1.4165085391981918,1.1210273150618082,0.3273885350318471,0.23057324840764332,0.09554140127388536,0.0012738853503184713,0.7511963092509969,0.3399159903632213,0.4640194199929612,0.16,1.6472426877525963
