r,delta,seed,factor,cycles,mean_N,median_N,integer_fraction,band1,band2,band3,event_R1,event_R2,interval_R,next2_given2,event_Omega
0.5,3.0,207,0.25,583,1.9038608831748522,2.0990958846098415,0.34133790737564323,0.11492281303602059,0.2195540308747856,0.00686106346483705,0.6792387550710838,0.2590357914149576,0.42784026076680504,0.2109375,1.22557974374803
0.5,3.0,207,0.5,513,2.163646968598321,2.137433225007707,0.35477582846003897,0.037037037037037035,0.29239766081871343,0.021442495126705652,0.6625451064046886,0.2466318770064745,0.43680793267781803,0.32666666666666666,1.0784260866942357
0.5,4.0,207,0.1,725,1.535209346664507,1.2299644846545617,0.3310344827586207,0.1917241379310345,0.13655172413793104,0.002758620689655172,0.7285391263939268,0.29454553362360064,0.4253301336251519,0.16161616161616163,1.5198795775982483
0.5,4.0,207,0.25,661,1.6838529142689371,2.0207752791277005,0.3630862329803328,0.16792738275340394,0.18608169440242056,0.009077155824508321,0.7401534135244513,0.3271667626889583,0.47043428361286393,0.2032520325203252,1.3857108976447479
0.5,4.0,207,0.5,567,1.9591140659786013,2.0872320312109793,0.4021164021164021,0.08465608465608465,0.2998236331569665,0.01763668430335097,0.7371530096522733,0.33935290400059387,0.49737544084161067,0.3352941176470588,1.1910145375674208
0.0,0.0,208,0.1,463,2.403209226592165,2.332160585809167,0.11231101511879049,0.0,0.08423326133909287,0.017278617710583154,0.028419777997577073,0.03552563370440443,0.4648053461161173,0.02564102564102564,0.9709239243567992
0.0,0.0,208,0.25,451,2.467152709339629,2.3387996258939783,0.10421286031042129,0.0,0.07538802660753881,0.013303769401330377,0.026934013273187386,0.036463679538751716,0.47023397629335423,0.029411764705882353,0.9457595893842689
0.0,0.0,208,0.5,413,2.68886453178132,2.3480511333557397,0.08958837772397095,0.0,0.06053268765133172,0.009685230024213076,0.014889212463309888,0.030202776552399353,0.47488482361548373,0.04,0.8677764557322439
0.0,1.0,208,0.1,520,2.140183959488453,2.23991146867749,0.22884615384615384,0.07692307692307693,0.13653846153846153,0.013461538461538462,0.42656917794213806,0.12854477423000438,0.30589481960513726,0.16901408450704225,1.090248958734859
0.0,1.0,208,0.25,486,2.2899087632386737,2.280590491286919,0.19753086419753085,0.030864197530864196,0.13580246913580246,0.024691358024691357,0.3998743567707776,0.11489158470593415,0.3093737502739678,0.12121212121212122,1.018963449894503
0.0,1.0,208,0.5,445,2.50088912119999,2.309684144535118,0.16404494382022472,0.0022471910112359553,0.12359550561797752,0.01348314606741573,0.35477635571503213,0.07438809801121374,0.34115630351573534,0.14545454545454545,0.9330015127634852
0.0,1.5,208,0.1,586,1.8991921503084055,2.1533543903106955,0.2781569965870307,0.15017064846416384,0.11433447098976109,0.013651877133105802,0.5690185846559633,0.18312734040140416,0.3435884670707306,0.16417910447761194,1.2285925533940463
0.0,1.5,208,0.25,533,2.0880424016523933,2.1983294063737233,0.2682926829268293,0.09568480300187618,0.14821763602251406,0.0225140712945591,0.5588575195047775,0.19938017910816883,0.34072514877725346,0.17721518987341772,1.1174741142645506
0.0,1.5,208,0.5,479,2.3218173139025167,2.2513270303411366,0.22964509394572025,0.027139874739039668,0.1544885177453027,0.03549060542797495,0.5217242996974113,0.15993452548074477,0.32684476210068175,0.16216216216216217,1.0049599162526102
0.0,2.0,208,0.1,647,1.7201620925915726,2.049081085472872,0.312210200927357,0.18547140649149924,0.1205564142194745,0.0061823802163833074,0.6612818862414311,0.2456940515201737,0.40041105286600537,0.16666666666666666,1.3564613145369142
0.0,2.0,208,0.25,607,1.8335170904559266,2.1012321339127906,0.3163097199341021,0.171334431630972,0.13179571663920922,0.013179571663920923,0.667507872649793,0.27191191657564673,0.41111594236909943,0.2,1.2725997185840912
0.0,2.0,208,0.5,517,2.152698015293515,2.179243753147224,0.2940038684719536,0.06576402321083172,0.19342359767891681,0.03288201160541586,0.6467678616059376,0.26435813904677447,0.4025983426579066,0.22,1.083911127690239
0.0,3.0,208,0.1,769,1.447287192183996,1.1214622382722106,0.37451235370611186,0.28218465539661897,0.08842652795838751,0.0039011703511053317,0.7693821671340939,0.3776456978519295,0.4980569913758721,0.1323529411764706,1.6122116922849772
0.0,3.0,208,0.25,726,1.5330080589386954,1.1653864011619077,0.4049586776859504,0.2741046831955923,0.12534435261707988,0.005509641873278237,0.7780377518359817,0.40525653960112473,0.5367316215057002,0.17582417582417584,1.5220620137826963
0.0,3.0,208,0.5,633,1.758236731105044,2.0462289612616966,0.42496050552922593,0.22748815165876776,0.18325434439178515,0.014218009478672985,0.7868763781284557,0.4458582690071496,0.571113193845554,0.28448275862068967,1.3270871277196237
0.0,4.0,208,0.1,899,1.238012646429503,1.0451737638930416,0.42157953281423804,0.36484983314794217,0.05672969966629588,0.0,0.8175461932493577,0.4601631254637803,0.562719028234206,0.058823529411764705,1.8847411131564735
0.0,4.0,208,0.25,851,1.3078417968744103,1.0610084266033037,0.4406580493537015,0.36310223266745006,0.07755581668625147,0.0,0.8345782058692897,0.49708633303006394,0.6016647467164574,0.09090909090909091,1.78410977452298
0.0,4.0,208,0.5,760,1.4644386436054255,1.1015453328981377,0.49473684210526314,0.34078947368421053,0.15394736842105264,0.0,0.8456851775569082,0.5303988525254144,0.6496444654589019,0.23076923076923078,1.5933295283636484
0.5,0.0,208,0.1,468,2.373847210901221,2.324553625825761,0.1282051282051282,0.0,0.11538461538461539,0.010683760683760684,0.015972463769268665,0.04582663343583013,0.4064666518978665,0.05555555555555555,0.982933241287881
0.5,0.0,208,0.25,446,2.4909428132326714,2.3298928872710514,0.12331838565022421,0.0,0.10762331838565023,0.008968609865470852,0.014677853203407311,0.03283705226766938,0.3956446064117637,0.020833333333333332,0.9367269778085361
0.5,0.0,208,0.5,395,2.8125582144348646,2.347065330482931,0.1189873417721519,0.0,0.08354430379746836,0.007594936708860759,0.014636327347474021,0.050246835119317323,0.38267529563705827,0.0,0.8296124579246004
0.5,1.0,208,0.1,503,2.2129617052809536,2.2545610251944526,0.19681908548707752,0.039761431411530816,0.13717693836978131,0.019880715705765408,0.3396382633880903,0.07233760856426176,0.29932314176674746,0.11594202898550725,1.0543939046776671
0.5,1.0,208,0.25,476,2.3384868440258817,2.2936935905867295,0.17857142857142858,0.014705882352941176,0.1323529411764706,0.023109243697478993,0.3211055853213585,0.0725141242656952,0.3066458911084759,0.1111111111111111,0.997796219933538
0.5,1.0,208,0.5,429,2.589780238338717,2.3289117582029095,0.15384615384615385,0.004662004662004662,0.12354312354312354,0.004662004662004662,0.27822875794370855,0.05209195712185595,0.3315442661012624,0.05660377358490566,0.9009773488850589
0.5,1.5,208,0.1,544,2.0461684117761756,2.1943442234809885,0.24632352941176472,0.07536764705882353,0.15625,0.014705882352941176,0.4804428932768672,0.12111831838214115,0.29443999221011036,0.12941176470588237,1.1403427596205948
0.5,1.5,208,0.25,504,2.20856273017111,2.2336644610259038,0.2361111111111111,0.03571428571428571,0.1746031746031746,0.025793650793650792,0.4623714523766162,0.12138489300022873,0.3003906790920957,0.1590909090909091,1.0564940272955512
0.5,1.5,208,0.5,449,2.4744427151334323,2.2881272101560186,0.19376391982182628,0.004454342984409799,0.155902004454343,0.0200445434298441,0.41378817604066176,0.07493125854301469,0.308102175004238,0.11594202898550725,0.942973267905097
0.5,2.0,208,0.1,589,1.8898352324272598,2.126849972500814,0.2733446519524618,0.11544991511035653,0.1494057724957555,0.008488964346349746,0.5780991359590726,0.17762827559661845,0.3362629496871084,0.17045454545454544,1.2346755385317136
0.5,2.0,208,0.25,539,2.0651446231904567,2.1795203408666164,0.2653061224489796,0.07050092764378478,0.17810760667903525,0.016697588126159554,0.5658749803388348,0.18062890791030745,0.34366438837514135,0.15625,1.1298643722726547
0.5,2.0,208,0.5,471,2.3588775362641026,2.2352392987478034,0.2526539278131635,0.021231422505307854,0.18895966029723993,0.027600849256900213,0.5260906039902097,0.14843422266329212,0.33708175934886436,0.20454545454545456,0.9891710347239028
0.5,3.0,208,0.1,677,1.6441801449607059,1.9762486307697078,0.30280649926144754,0.17134416543574593,0.12850812407680945,0.0029542097488921715,0.6792342547042788,0.26053428597883943,0.3955859840937844,0.14942528735632185,1.4191470079995994
0.5,3.0,208,0.25,620,1.795338642158706,2.0588576716239215,0.33225806451612905,0.14838709677419354,0.17419354838709677,0.00967741935483871,0.6878681234060804,0.29680687918023013,0.44541307614845504,0.2037037037037037,1.2996619571045076
0.5,3.0,208,0.5,528,2.1081627995045413,2.1495934793093565,0.32386363636363635,0.04734848484848485,0.2481060606060606,0.026515151515151516,0.6645648868199854,0.28155044824710845,0.4369893714042793,0.2846153846153846,1.1068088925019033
0.5,4.0,208,0.1,744,1.496112898393761,1.160033537782656,0.34274193548387094,0.24596774193548387,0.09408602150537634,0.002688172043010753,0.7462786809187687,0.3461294788204784,0.4683667384636575,0.12857142857142856,1.5595970971431496
0.5,4.0,208,0.25,688,1.6178895296583695,1.3303100551087246,0.3561046511627907,0.2136627906976744,0.1380813953488372,0.00436046511627907,0.7508087249586101,0.36895746707829213,0.4978954051253426,0.15789473684210525,1.442208068325923
0.5,4.0,208,0.5,585,1.9027487118033473,2.0800157105197887,0.38461538461538464,0.1264957264957265,0.24444444444444444,0.013675213675213675,0.7443754177374587,0.38702844575219114,0.534983113241369,0.2887323943661972,1.2262961046085248
